"Fp1","Fpz","Fp2","F7","F3","Fz","F4","F8","FC5","FC1","FC2","FC6","T7","C3","Cz","C4","T8","CP5","CP1","CP2","CP6","P7","P3","Pz","P4","P8","POz","O1","Oz","O2"
8.70901171875,7.2138671875,3.46362890625,8.86468359375,3.47880078125,2.7766015625,1.856859375,2.2603515625,7.5895703125,5.931671875,1.9488828125,5.8313125,5.46795703125,0.38376171875,-0.3634296875,13.4156484375,9.4942734375,-0.42431640625,-11.79283203125,5.9782265625,15.71776953125,1.62125,-0.994,3.1117109375,23.351859375,21.92648046875,7.34795703125,0.6148125,13.36878515625,17.6083359375
7.49301171875,6.3658671875,4.02462890625,8.20168359375,4.72580078125,3.6716015625,2.429859375,3.3463515625,7.4895703125,8.781671875,2.8598828125,5.9303125,5.05095703125,2.79276171875,1.8495703125,11.1856484375,8.3012734375,-0.56631640625,-9.96983203125,2.4102265625,11.98476953125,1.46225,0.285,2.5577109375,19.703859375,17.30648046875,6.11995703125,-0.1981875,9.53378515625,13.0253359375
6.84501171875,5.8958671875,4.92562890625,7.39268359375,5.99880078125,5.2916015625,3.912859375,4.1983515625,7.4055703125,11.883671875,4.5388828125,6.3453125,4.89795703125,5.73676171875,4.5445703125,8.9996484375,7.3742734375,1.03768359375,-7.03683203125,-0.2587734375,7.72176953125,2.13725,2.584,3.1987109375,16.709859375,13.00548046875,6.27095703125,0.800812499999999,7.84778515625,9.5103359375
6.61801171875,5.6518671875,5.92062890625,6.44368359375,7.02680078125,7.2456015625,6.164859375,4.8653515625,7.0465703125,14.666671875,6.7818828125,7.0723125,4.68295703125,8.48576171875,7.2865703125,7.1626484375,6.7842734375,3.64368359375,-3.61683203125,-1.9347734375,3.35176953125,3.36025,5.195,4.6867109375,14.523859375,9.18948046875,7.46895703125,2.9228125,7.90978515625,7.0153359375
6.46401171875,5.3358671875,6.58062890625,5.42568359375,7.48280078125,8.8436015625,8.671859375,5.4493515625,6.1325703125,16.353671875,9.0838828125,8.0733125,4.03695703125,10.00576171875,9.3785703125,6.1196484375,6.5602734375,5.78268359375,-0.80983203125,-2.7007734375,-0.25623046875,4.57825,6.949,6.2407109375,13.226859375,6.02648046875,8.92295703125,4.8478125,8.62978515625,5.2123359375
6.02701171875,4.6778671875,6.53162890625,4.44568359375,7.20880078125,9.4896015625,10.788859375,6.0153515625,4.5995703125,16.405671875,10.8858828125,9.3143125,2.83295703125,9.56276171875,10.2385703125,6.2526484375,6.7012734375,6.11068359375,0.44116796875,-2.6967734375,-2.14023046875,5.31025,6.929,7.1137109375,12.871859375,3.67748046875,9.89095703125,5.4708125,8.93778515625,3.7683359375
5.08001171875,3.5898671875,5.64262890625,3.58268359375,6.34280078125,8.9516015625,12.004859375,6.5413515625,2.6325703125,14.841671875,11.7828828125,10.7093125,1.26395703125,7.15676171875,9.7025703125,7.6246484375,7.1182734375,4.15168359375,-0.12283203125,-2.0627734375,-1.74923046875,5.35525,5.024,6.9777109375,13.438859375,2.20548046875,10.05595703125,4.5038125,8.35378515625,2.5413359375
3.60601171875,2.1988671875,4.09462890625,2.81868359375,5.21180078125,7.4356015625,12.118859375,6.9593515625,0.5795703125,12.274671875,11.6278828125,12.0603125,-0.266042968749999,3.60876171875,8.1245703125,9.8346484375,7.5762734375,0.57068359375,-1.93283203125,-0.9547734375,0.693769531250001,4.84225,2.033,6.0497109375,14.731859375,1.49748046875,9.61195703125,2.5268125,7.11778515625,1.6163359375
1.81201171875,0.7718671875,2.30862890625,2.03568359375,4.07880078125,5.4546015625,11.244859375,7.2253515625,-1.1844296875,9.636671875,10.5188828125,13.0713125,-1.30004296875,0.251761718750001,6.2175703125,12.0826484375,7.7092734375,-3.11131640625,-3.86483203125,0.4072265625,4.18876953125,4.14425,-0.696,4.9337109375,16.327859375,1.27748046875,9.05995703125,0.5798125,5.92078515625,1.1973359375
0.0410117187500001,-0.3921328125,0.75962890625,1.11568359375,3.01080078125,3.5596015625,9.704859375,7.3473515625,-2.3664296875,7.729671875,8.6988828125,13.3883125,-1.48304296875,-1.64723828125,4.7235703125,13.4286484375,7.1302734375,-5.22031640625,-4.77983203125,1.7242265625,7.30876953125,3.70625,-1.893,4.2687109375,17.616859375,1.22748046875,8.87095703125,-0.418187500000001,5.44078515625,1.4223359375
-1.38998828125,-1.1111328125,-0.25037109375,0.0466835937500001,1.91680078125,2.0396015625,7.842859375,7.3173515625,-2.8794296875,6.835671875,6.4168828125,12.6423125,-0.686042968749999,-1.49723828125,4.0435703125,13.1306484375,5.6062734375,-4.70431640625,-4.08083203125,2.6382265625,8.72476953125,3.82925,-0.951,4.3607109375,17.979859375,1.14248046875,9.21795703125,-0.102187500000001,5.94278515625,2.2083359375
